scenario_id	application	screen_flow	reference_state	current_main_state	components_involved	visual_proof	interaction_proof	current_defect_regression	root_component_owners	app_owner	owning_task_ids
TP-049	tablepro	Query run statement and empty	tablepro-scenarios.tsv#TP-049; O:app.rs:818;tabs.rs:1053,1099	query/editor/result composition incomplete; M:apps/tablepro/src/app.rs	editor/result/runtime	REQUIRED-UNCAPTURED V:TP-049; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-049	TP-QUERY: three-row TextInput replaces CodeEditor; detailed error/Explain/history-like result paths require oracle restoration	chrome;code-diff;foundation-api;runtime-input;scroll-parity;text-core;theme-paint	tablepro-query-results	TASK-005;TASK-061;TASK-064;TASK-069
TP-050	tablepro	Query batch and stop error	tablepro-scenarios.tsv#TP-050; O:tabs.rs:1028,1099;app.rs:818	query/editor/result composition incomplete; M:apps/tablepro/src/app.rs	query/domain/history	REQUIRED-UNCAPTURED V:TP-050; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-050	TP-QUERY: three-row TextInput replaces CodeEditor; detailed error/Explain/history-like result paths require oracle restoration	runtime-input;theme-paint	tablepro-query-results	TASK-005;TASK-061;TASK-063;TASK-064;TASK-069
TP-051	tablepro	Query cursor or selection execution	tablepro-scenarios.tsv#TP-051; O:tabs.rs:1028	query/editor/result composition incomplete; M:apps/tablepro/src/app.rs	editor/query	REQUIRED-UNCAPTURED V:TP-051; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-051	TP-QUERY: three-row TextInput replaces CodeEditor; detailed error/Explain/history-like result paths require oracle restoration	code-diff;fields-edit;runtime-input;scroll-parity;text-core;theme-paint	tablepro-query-results	TASK-005;TASK-061;TASK-064;TASK-069
TP-052	tablepro	Query execution errors	tablepro-scenarios.tsv#TP-052; O:app_tests.rs:351;tabs.rs:1099	query/editor/result composition incomplete; M:apps/tablepro/src/app.rs	editor/error/result	REQUIRED-UNCAPTURED V:TP-052; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-052	TP-QUERY: three-row TextInput replaces CodeEditor; detailed error/Explain/history-like result paths require oracle restoration	code-diff;runtime-input;scroll-parity;text-core;theme-paint	tablepro-query-results	TASK-005;TASK-061;TASK-064;TASK-069
TP-053	tablepro	Query cancellation	tablepro-scenarios.tsv#TP-053; O:app_tests.rs:366;tabs.rs:1080	query/editor/result composition incomplete; M:apps/tablepro/src/app.rs	runtime/query	REQUIRED-UNCAPTURED V:TP-053; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-053	TP-QUERY: three-row TextInput replaces CodeEditor; detailed error/Explain/history-like result paths require oracle restoration	foundation-api;runtime-input;theme-paint	tablepro-query-results	TASK-005;TASK-061;TASK-064;TASK-069
TP-054	tablepro	Query results pinned and close	tablepro-scenarios.tsv#TP-054; O:tabs.rs:1053,1179,1198,1216,1333	query/editor/result composition incomplete; M:apps/tablepro/src/app.rs	tabs/result/identity	REQUIRED-UNCAPTURED V:TP-054; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-054	TP-QUERY: three-row TextInput replaces CodeEditor; detailed error/Explain/history-like result paths require oracle restoration	collections;foundation-api;runtime-input;theme-paint	tablepro-query-results	TASK-005;TASK-061;TASK-064;TASK-069
TP-055	tablepro	Query explain tree raw analyze	tablepro-scenarios.tsv#TP-055; O:app_tests.rs:384;tabs.rs:1333,1553	query/editor/result composition incomplete; M:apps/tablepro/src/app.rs	tree/code/query	REQUIRED-UNCAPTURED V:TP-055; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-055	TP-QUERY: three-row TextInput replaces CodeEditor; detailed error/Explain/history-like result paths require oracle restoration	code-diff;collections;runtime-input;scroll-parity;text-core;theme-paint	tablepro-query-results	TASK-005;TASK-061;TASK-064;TASK-069
TP-056	tablepro	Query result mouse and split drag	tablepro-scenarios.tsv#TP-056; O:tabs.rs:1444,1503,1518	query/editor/result composition incomplete; M:apps/tablepro/src/app.rs	split/grid/hit	REQUIRED-UNCAPTURED V:TP-056; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-056	TP-QUERY: three-row TextInput replaces CodeEditor; detailed error/Explain/history-like result paths require oracle restoration	chrome;grid-parity;runtime-input;scroll-parity;theme-paint	tablepro-query-results	TASK-005;TASK-061;TASK-064;TASK-069
TP-057	tablepro	Query affected and zero rows	tablepro-scenarios.tsv#TP-057; O:tabs.rs:1553;sql.rs:888	query/editor/result composition incomplete; M:apps/tablepro/src/app.rs	result/empty	REQUIRED-UNCAPTURED V:TP-057; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-057	TP-QUERY: three-row TextInput replaces CodeEditor; detailed error/Explain/history-like result paths require oracle restoration	chrome;runtime-input;theme-paint	tablepro-query-results	TASK-005;TASK-061;TASK-064;TASK-069
TP-058	tablepro	Safety six modes matrix	tablepro-scenarios.tsv#TP-058; O:db.rs:35;sql.rs:735;app.rs:818,1341	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	picker/dialog/domain	REQUIRED-UNCAPTURED V:TP-058; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-058	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	output-text;overlays;runtime-input;scroll-parity;theme-paint	tablepro-safety	TASK-005;TASK-061;TASK-062;TASK-064;TASK-069
TP-059	tablepro	Safety token keyboard	tablepro-scenarios.tsv#TP-059; O:app_tests.rs:438;app.rs:818	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	dialog/input/button	REQUIRED-UNCAPTURED V:TP-059; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-059	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;fields-edit;output-text;overlays;runtime-input;text-core;theme-paint	tablepro-safety	TASK-005;TASK-061;TASK-062;TASK-064;TASK-069
TP-060	tablepro	Safety token mouse paste	tablepro-scenarios.tsv#TP-060; O:app_tests.rs:459	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	dialog/input/hit	REQUIRED-UNCAPTURED V:TP-060; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-060	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	fields-edit;output-text;overlays;runtime-input;text-core;theme-paint	tablepro-safety	TASK-005;TASK-061;TASK-062;TASK-064;TASK-069
TP-061	tablepro	Safety cancel and backdrop	tablepro-scenarios.tsv#TP-061; O:app.rs:1444,1867,1797	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	layer/focus/domain	REQUIRED-UNCAPTURED V:TP-061; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-061	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	overlays;runtime-input;theme-paint	tablepro-safety	TASK-005;TASK-061;TASK-062;TASK-064;TASK-069
TP-062	tablepro	Safe mode picker persist	tablepro-scenarios.tsv#TP-062; O:app_tests.rs:648;app.rs:1341,1546	declared surfaces exceed mounted interactions; M:apps/tablepro/src/app.rs	picker/identity	REQUIRED-UNCAPTURED V:TP-062; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-062	TP-OVERLAYS: Surface/keymap declarations insufficient; actual mount/update/dismiss paths must be restored	foundation-api;overlays;runtime-input;scroll-parity;theme-paint	tablepro-safety	TASK-005;TASK-062;TASK-064;TASK-069
TP-063	tablepro	Safe-mode save refusal	tablepro-scenarios.tsv#TP-063; O:app.rs:987	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	domain/grid/dialog	REQUIRED-UNCAPTURED V:TP-063; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-063	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	grid-parity;output-text;overlays;runtime-input;scroll-parity;theme-paint	tablepro-safety	TASK-005;TASK-060;TASK-062;TASK-063;TASK-064;TASK-069
TP-064	tablepro	Dirty tab close and quit	tablepro-scenarios.tsv#TP-064; O:app.rs:274,625;workbench.rs:959	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	dialog/runtime	REQUIRED-UNCAPTURED V:TP-064; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-064	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	foundation-api;output-text;overlays;runtime-input;theme-paint	tablepro-safety	TASK-005;TASK-061;TASK-062;TASK-064;TASK-069
TP-065	tablepro	Multiple dirty ownership	tablepro-scenarios.tsv#TP-065; O:app.rs:274;workbench.rs:501	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	identity/domain/dialog	REQUIRED-UNCAPTURED V:TP-065; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-065	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	foundation-api;output-text;overlays;runtime-input;theme-paint	tablepro-safety	TASK-005;TASK-060;TASK-061;TASK-062;TASK-063;TASK-064;TASK-069
TP-066	tablepro	History search scope failed	tablepro-scenarios.tsv#TP-066; O:model.rs:396;workbench.rs:861;tabs.rs:2272	history controls absent from paint; M:apps/tablepro/src/app.rs	list/input/history	REQUIRED-UNCAPTURED V:TP-066; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-066	TP-HISTORY: six SQL lines substitute for search/list/detail/actions	collections;fields-edit;runtime-input;scroll-parity;text-core;theme-paint	tablepro-history	TASK-005;TASK-063;TASK-064;TASK-069
TP-067	tablepro	History open rerun copy	tablepro-scenarios.tsv#TP-067; O:app_tests.rs:556;workbench.rs:861	history controls absent from paint; M:apps/tablepro/src/app.rs	history/button/query	REQUIRED-UNCAPTURED V:TP-067; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-067	TP-HISTORY: six SQL lines substitute for search/list/detail/actions	chrome;runtime-input;theme-paint	tablepro-history	TASK-005;TASK-061;TASK-063;TASK-064;TASK-069
TP-068	tablepro	History detail mouse scroll	tablepro-scenarios.tsv#TP-068; O:workbench.rs:1100,1163;tabs.rs:2386	history controls absent from paint; M:apps/tablepro/src/app.rs	list/code/scroll	REQUIRED-UNCAPTURED V:TP-068; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-068	TP-HISTORY: six SQL lines substitute for search/list/detail/actions	code-diff;collections;runtime-input;scroll-parity;text-core;theme-paint	tablepro-history	TASK-005;TASK-063;TASK-064;TASK-069
TP-069	tablepro	Quick switcher search and scopes	tablepro-scenarios.tsv#TP-069; O:app.rs:1216,1237,1444;model.rs:824	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	picker/search	REQUIRED-UNCAPTURED V:TP-069; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-069	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	overlays;runtime-input;scroll-parity;theme-paint	tablepro-shell-overlays	TASK-005;TASK-059;TASK-063;TASK-064;TASK-069
TP-070	tablepro	Quick switcher target classes	tablepro-scenarios.tsv#TP-070; O:app.rs:1546;model.rs:829	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	picker/domain/identity	REQUIRED-UNCAPTURED V:TP-070; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-070	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	foundation-api;overlays;runtime-input;scroll-parity;theme-paint	tablepro-shell-overlays	TASK-005;TASK-059;TASK-063;TASK-064;TASK-069
TP-071	tablepro	Quick switcher empty alt mouse	tablepro-scenarios.tsv#TP-071; O:app.rs:236-254,638-645,1232-1234,1337-1338,1444,1546,1867;workbench.rs:1194;tabs.rs:1543	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	picker/layer/hit	REQUIRED-UNCAPTURED V:TP-071; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-071	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;overlays;runtime-input;scroll-parity;theme-paint	tablepro-shell-overlays	TASK-005;TASK-059;TASK-063;TASK-064;TASK-069
TP-072	tablepro	Help overlay scrolling	tablepro-scenarios.tsv#TP-072; O:app.rs:1195,1444,1867	declared surfaces exceed mounted interactions; M:apps/tablepro/src/app.rs	dialog/code/focus	REQUIRED-UNCAPTURED V:TP-072; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-072	TP-OVERLAYS: Surface/keymap declarations insufficient; actual mount/update/dismiss paths must be restored	code-diff;output-text;overlays;runtime-input;scroll-parity;text-core;theme-paint	tablepro-shell-overlays	TASK-005;TASK-063;TASK-064;TASK-069
TP-073	tablepro	Overlay resize and nested selects	tablepro-scenarios.tsv#TP-073; O:app.rs:1657,1867,2345	declared surfaces exceed mounted interactions; M:apps/tablepro/src/app.rs	select/layer/layout	REQUIRED-UNCAPTURED V:TP-073; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-073	TP-OVERLAYS: Surface/keymap declarations insufficient; actual mount/update/dismiss paths must be restored	chrome;fields-edit;overlays;runtime-input;theme-paint	tablepro-shell-overlays	TASK-005;TASK-062;TASK-063;TASK-064;TASK-069
TP-074	tablepro	Minimum size and resize recovery	tablepro-scenarios.tsv#TP-074; O:app.rs:491,2126;app_tests.rs:681	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	runtime/layout/focus	REQUIRED-UNCAPTURED V:TP-074; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV+PTY required; neither complete capture claimed; tablepro-scenarios.tsv#TP-074	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;foundation-api;runtime-input;theme-paint	tablepro-shell-overlays	TASK-005;TASK-060;TASK-063;TASK-064;TASK-069
TP-075	tablepro	Color capability and NO_COLOR	tablepro-scenarios.tsv#TP-075; O:main.rs:24;app.rs:211;tools/audit_flows.sh	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	theme/style/runtime	REQUIRED-UNCAPTURED V:TP-075; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PTY/fresh-process required; direct view/model pair where applicable; tablepro-scenarios.tsv#TP-075	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	foundation-api;runtime-input;theme-paint	tablepro-shell-overlays	TASK-005;TASK-058;TASK-064;TASK-069
TP-076	tablepro	Transient flash status timing	tablepro-scenarios.tsv#TP-076; O:app.rs:211,317	migrated; exact parity unverified; M:apps/tablepro/src/app.rs	runtime/clock/button/footer	REQUIRED-UNCAPTURED V:TP-076; full cells/cursor/dimensions at every declared checkpoint	REQUIRED-UNCAPTURED PV exact 140ms flash and >5s status; PTY stable and clock-qualified transition proof; tablepro-scenarios.tsv#TP-076	No per-checkpoint equality measurement; source audit and required shared-family proofs apply	chrome;foundation-api;runtime-input;theme-paint	tablepro-shell-overlays	TASK-005;TASK-058;TASK-064;TASK-069
