id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship
HM46	docs/audit/legacy-test-disposition.md	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md GAP-13;§44.4 (current cumulative source; originating edge in section coverage index)	No-full-collection-clone thresholds must actually execute under supported strict perf mode; obsolete PERF_TARGET cannot hide assertions	accepted	current perf mapping needed	perf list/viewport and seven legacy benchmarks	retain_verify	Both100k list and100k viewport below64KiB; verify env gate used by CI and workload equivalence	strict release serial process perf; intentional allocation above threshold fails	TASK-067	docs/refactoring-plan/history-middle-obligations.tsv:47	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM47	docs/audit/legacy-test-disposition.md;COMPONENT_ARCHITECTURE.md	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md GAP-14;§44.6;§47 (current cumulative source; originating edge in section coverage index)	Deletion cannot precede successor components/tests/evidence; preserve frozen before-images after producer removal	accepted_migration_invariant;old_sequence_complete	77847196 historical_root_removal	workspace;apps;frozen evidence	retain_final_structure	No new legacy tree; account source tests before deleting any integration helper; immutable oracle evidence separate	single ownership; no duplicate source; per-assertion inventory; frozen checksum	TASK-065;TASK-066	docs/refactoring-plan/history-middle-obligations.tsv:48	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM48	COMPONENT_ARCHITECTURE.md	de817f26 §45.3–4	Documented slot-addressable part set equals parts whose installed SlotFn changes painted cells over real fixture sweep; nonempty exact names	accepted_target	current gate not found	components rustdoc;override tests	proof_gap	Honor slot or remove unsupported promise only when compatible with accepted API/oracle; reject any/both parts prose and containment-only assertion	per-component declared slot set; sentinel painter; disabled/empty/busy cases	TASK-031;TASK-073	docs/refactoring-plan/history-middle-obligations.tsv:49	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM49	COMPONENT_ARCHITECTURE.md	de817f26 §45.4	Busy/Loading ICON SlotFn substitution honored while single-glyph Set/Clear cannot suppress default spinner sequence	accepted	main components	status/readiness painters	retain_verify	Separate closure slot from glyph slot; default readiness still distinguishable without color	ICON SlotFn during Busy; glyph Clear/Set inert while spinner; Error glyph normal path	TASK-031;TASK-073	docs/refactoring-plan/history-middle-obligations.tsv:50	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM50	COMPONENT_ARCHITECTURE.md	de817f26 §45.1/7;§50 followup	Nested same-id components forward component patches/part patches/slots; Chip RowUi forwards only container/label merged patch and explicit label_patched wins	accepted	main partial forwarding	PartStyle;List ScrollRegion;ChipBar RowUi;composites	retain_and_close_gaps	No whole Overrides/generic callback propagation into arbitrary row-owned parts; distinguish patch source from resolution owner	component instance sibling isolation; META/CELL/custom unaffected; nested TRACK/THUMB substitution	TASK-015;TASK-031;TASK-073	docs/refactoring-plan/history-middle-obligations.tsv:51	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM51	COMPONENT_ARCHITECTURE.md	de817f26 §45.4/7	StylePatch clear_glyph convenience absent and never adjudicated as required API	unresolved_optional_API	none	StylePatch	preserve_existing	Do not add new convenience solely from open question; preserve explicit Slot::Clear semantic reachability	struct-literal Clear regression; no API invention	TASK-068	docs/refactoring-plan/history-middle-obligations.tsv:52	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM52	COMPONENT_ARCHITECTURE.md	3dc44c48 §§46; b60c8280 §§47	Exactly one junie_tui library and one of each expected app binary per commit; apps never contain unmigrated staging code	accepted_completed_transition	77847196	Cargo workspace;apps;xtask	retain_verify	Preserve main starting structure; Holla fourth app joins deliberate exact expected set; no duplicate source/package ownership	cargo metadata target multiset; strict app facade imports; legacy allow-list empty	TASK-065	docs/refactoring-plan/history-middle-obligations.tsv:53	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM53	COMPONENT_ARCHITECTURE.md	444ae3d9 §48;08cabdf0;612ff7af	Expected app roots/manifests must exist; Showcase identities/order/module ownership match and each page owns production update/draw roots	accepted	08cabdf0;612ff7af;37f9031e	xtask;Showcase pages;app manifests	retain_verify	Use actual oracle page inventory; no import/dead-helper/test-only evidence satisfies page/component use	missing app root/manifest; duplicate bin; shared fake page roots; cfg-test-only component negative	TASK-032;TASK-065;TASK-072	docs/refactoring-plan/history-middle-obligations.tsv:54	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM54	COMPONENT_ARCHITECTURE.md	444ae3d9 §48.4	Architecture check failures must name actionable cause; empty error is reportability defect	accepted_obligation	current mapping needed	xtask no_domain_vocabulary	verify	Every failure path returns nonempty target-specific diagnostic; preserve red rather than retry-to-green laundering	injected tool/subprocess error and violation diagnostics	TASK-065	docs/refactoring-plan/history-middle-obligations.tsv:55	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM55	COMPONENT_ARCHITECTURE.md	3adb6efe §50;15371443	ChipBar checked membership derives CHECKED; six PARTS; real item actions keyed; AddRequested payloadless and NEW has no fabricated key	accepted	3adb6efe onward	ChipBar;ChipBarAction	retain_verify	Checked/unchecked glyph, reserved pad, overflow/close geometry; add cannot collide with real identity	mouse/keyboard add; item-key collision; live checked set; Set/Clear; exact CLOSE/OVERFLOW slot contract	TASK-020	docs/refactoring-plan/history-middle-obligations.tsv:56	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM56	COMPONENT_ARCHITECTURE.md	3adb6efe §50.3	RadioGroup immutable value prop in both phases; state owns navigation only; missing cursor may seed from value, existing cursor not retargeted by external value	accepted	main Choice	RadioGroup;RadioGroupState	retain_verify	Caller rebuild commits Chose; missing/vanished value and reordered keys preserve ownership	external value changes vs established cursor; chosen paint; no hidden mutable value	TASK-018	docs/refactoring-plan/history-middle-obligations.tsv:57	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM57	COMPONENT_ARCHITECTURE.md;docs/reviews/laneB-grid-contract.md	3adb6efe §52 Q1	Grid emits keyed sort request; adapter owns domain comparator/permutation including NULLs-last and numeric ordering	accepted	a1759b2a;later GridModel freeze	Grid;TablePro grid_model	retain_verify	No rendered-text comparator/local-sort switch/order vector in Grid; row/cell/edit identities survive model reorder	server-sort dispatch; local result order1,2,10+NULL; keyed pending edits/range/checks	TASK-022;TASK-060	docs/refactoring-plan/history-middle-obligations.tsv:58	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM58	COMPONENT_ARCHITECTURE.md;docs/reviews/laneB-grid-contract.md	3adb6efe §52 Q2	GridState readers only owned semantics: keyed cursor borrowed KeySet editing typed FieldError and column offset; no derived row/column windows	accepted	main GridState	Grid;TablePro adapters	retain_verify	Preserve FieldError code and edit lifecycle; geometry queries need Grid/model/area not hidden state cache	external API compile; typed error code; offset reveal; state reorder	TASK-022	docs/refactoring-plan/history-middle-obligations.tsv:59	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM59	COMPONENT_ARCHITECTURE.md;docs/reviews/laneB-grid-contract.md	3adb6efe §52 Q3	Explicit register_focus_only adds zero-rect ring entry without hit target; ClickOnly no-op; disabled unreachable; read-only remains reachable	accepted	main ui/mod.rs:793	Ui;focus;TablePro explorer drawer	retain_verify	Never weaken ordinary zero-area component rejection; area_of None; click ignored with UnaddressableId	enabled/disabled/read-only traversal; no-hit diagnostic; tiny ordinary control negative	TASK-010	docs/refactoring-plan/history-middle-obligations.tsv:60	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
HM60	COMPONENT_ARCHITECTURE.md	3adb6efe §53;session5 review correction	Tree runtime cache stores only owned structural descriptors; warm update/draw O(viewport); incremental subtree expand/collapse; stable-key state; safe saturation and frame-gap eviction	accepted	a1759b2a	TreeState;runtime TreeIndex	retain_verify	Cold/revision/invalidate rebuild once; small subtree counters; cache eviction and warmed reorder without stale identity	100k flatten/render; key_tree_toggle_10k; deterministic node-access counters; saturation/cache-clear	TASK-020;TASK-067	docs/refactoring-plan/history-middle-obligations.tsv:61	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md
